name,name_citation,type,type_citation,category,category_citation,relevance,relevance_citation,confidence,confidence_citation,direct_link,direct_link_citation
Lunar and Planetary Laboratory (LPL),https://lpl.arizona.edu/research,Research Laboratory,https://lpl.arizona.edu/research,Research Unit,https://lpl.arizona.edu/research,"An interdisciplinary institution that is a world leader in planetary science and spacecraft missions, including OSIRIS-REx and Phoenix Mars.",https://lpl.arizona.edu/research,Direct,https://lpl.arizona.edu/research,https://lpl.arizona.edu/,https://lpl.arizona.edu/research
Arizona Space Institute (ASI),https://space.arizona.edu/about-us,Institute,https://space.arizona.edu/about-us,Research Unit,https://space.arizona.edu/about-us,Coordinates and facilitates large-scale space research projects and missions across the University of Arizona.,https://space.arizona.edu/about-us,Direct,https://space.arizona.edu/about-us,https://space.arizona.edu/,https://space.arizona.edu/about-us
Steward Observatory,https://space.arizona.edu/AffiliatedDepartments,Observatory,https://space.arizona.edu/AffiliatedDepartments,Research Unit,https://space.arizona.edu/AffiliatedDepartments,"The research arm of the Department of Astronomy, managing world-class telescopes and conducting breakthrough research in astrophysics.",https://space.arizona.edu/AffiliatedDepartments,Direct,https://space.arizona.edu/AffiliatedDepartments,https://www.as.arizona.edu/,https://space.arizona.edu/AffiliatedDepartments
Space4 Center,https://s4.arizona.edu/about/fast-facts,Center,https://s4.arizona.edu/about/fast-facts,Research Unit,https://s4.arizona.edu/about/fast-facts,"Dedicated to space domain awareness, tracking objects in cislunar space, and developing astrodynamics and space surveillance technologies.",https://s4.arizona.edu/about/fast-facts,Direct,https://s4.arizona.edu/about/fast-facts,https://s4.arizona.edu/,https://s4.arizona.edu/about/fast-facts
Space and Terrestrial Robotic Exploration (SpaceTREx) Laboratory,https://spacetrex.arizona.edu/,Laboratory,https://spacetrex.arizona.edu/,Research Unit,https://spacetrex.arizona.edu/,"Develops CubeSats, planetary robots, and enabling technologies for space mining and exploration.",https://spacetrex.arizona.edu/,Direct,https://spacetrex.arizona.edu/,https://spacetrex.arizona.edu/,https://spacetrex.arizona.edu/
Richard F. Caris Mirror Laboratory,https://mirrorlab.arizona.edu/,Laboratory,https://mirrorlab.arizona.edu/,Research Unit,https://mirrorlab.arizona.edu/,Produces the world's largest and most advanced telescope mirrors for missions like the Giant Magellan Telescope.,https://mirrorlab.arizona.edu/,Direct,https://mirrorlab.arizona.edu/,https://mirrorlab.arizona.edu/,https://mirrorlab.arizona.edu/
Arizona Astrobiology Center (AABC),https://astrobiology.arizona.edu/education/astrobio-academics,Center,https://astrobiology.arizona.edu/education/astrobio-academics,Research Unit,https://astrobiology.arizona.edu/education/astrobio-academics,A hub for interdisciplinary research on the origins and distribution of life in the universe.,https://astrobiology.arizona.edu/education/astrobio-academics,Direct,https://astrobiology.arizona.edu/education/astrobio-academics,https://astrobiology.arizona.edu/,https://astrobiology.arizona.edu/education/astrobio-academics
Arizona Space Grant Consortium,https://spacegrant.arizona.edu/,Consortium,https://spacegrant.arizona.edu/,Research & Education Hub,https://spacegrant.arizona.edu/,"Part of a NASA-funded network that supports student research, internships, and outreach in space-related STEM fields.",https://spacegrant.arizona.edu/,Direct,https://spacegrant.arizona.edu/,https://spacegrant.arizona.edu/,https://spacegrant.arizona.edu/
Students for the Exploration and Development of Space (SEDS) - UA Chapter,https://seds.arizona.edu/,Club,https://seds.arizona.edu/,Student Organization,https://seds.arizona.edu/,"Engages students in space science projects, CubeSat development, and professional networking in the space industry.",https://seds.arizona.edu/,Direct,https://seds.arizona.edu/,https://seds.arizona.edu/,https://seds.arizona.edu/
American Institute of Aeronautics and Astronautics (AIAA) - UA Chapter,https://uaaiaa.org/,Professional Society,https://uaaiaa.org/,Student Organization,https://uaaiaa.org/,Provides professional development and hands-on projects for students pursuing careers in aerospace and astronautics.,https://uaaiaa.org/,Direct,https://uaaiaa.org/,https://uaaiaa.org/,https://uaaiaa.org/
Astronomy Club,https://uaastroclub.org/members/,Club,https://uaastroclub.org/members/,Student Organization,https://uaastroclub.org/members/,"Offers students opportunities to learn about astronomy through star parties, outreach, and research presentations.",https://uaastroclub.org/members/,Direct,https://uaastroclub.org/members/,https://uaastroclub.org/,https://uaastroclub.org/members/
Wildcat Rocket Engineering Club,https://arizona.campusgroups.com/CLUB1114/,Club,https://arizona.campusgroups.com/CLUB1114/,Student Organization,https://arizona.campusgroups.com/CLUB1114/,"Focuses on designing, building, and launching high-powered rockets for competition and research.",https://arizona.campusgroups.com/CLUB1114/,Direct,https://arizona.campusgroups.com/CLUB1114/,https://arizona.campusgroups.com/club1114/home/,https://arizona.campusgroups.com/CLUB1114/
Near Space Club,https://nearspace.arizona.edu/,Club,https://nearspace.arizona.edu/,Student Organization,https://nearspace.arizona.edu/,Conducts high-altitude balloon experiments to reach the stratosphere for scientific and engineering payloads.,https://nearspace.arizona.edu/,Direct,https://nearspace.arizona.edu/,https://nearspace.arizona.edu/,https://nearspace.arizona.edu/
STAR-X (Space Technology & Advanced Robotics for Exploration),https://ame.engineering.arizona.edu/undergrad-programs/student-clubs,Club,https://ame.engineering.arizona.edu/undergrad-programs/student-clubs,Student Organization,https://ame.engineering.arizona.edu/undergrad-programs/student-clubs,A student-led team that designs and tests autonomous robotic systems for planetary exploration missions.,https://ame.engineering.arizona.edu/undergrad-programs/student-clubs,Direct,https://ame.engineering.arizona.edu/undergrad-programs/student-clubs,https://linktr.ee/star.x.ua,https://ame.engineering.arizona.edu/undergrad-programs/student-clubs
Wildcat Space Research & Design Club (NASA RASC-AL),https://engineering.arizona.edu/undergrad/clubs-organizations,Club,https://engineering.arizona.edu/undergrad/clubs-organizations,Student Organization,https://engineering.arizona.edu/undergrad/clubs-organizations,Competes in NASA's RASC-AL (Revolutionary Aerospace Systems Concepts Academic Linkage) competition to design future space missions.,https://engineering.arizona.edu/undergrad/clubs-organizations,Direct,https://engineering.arizona.edu/undergrad/clubs-organizations,https://www.instagram.com/wildcatspacerd/,https://engineering.arizona.edu/undergrad/clubs-organizations
SMART Lab (Scalable Move and Resilient Transversability Lab),https://smartlab.arizona.edu/,Laboratory,https://smartlab.arizona.edu/,Research Unit,https://smartlab.arizona.edu/,"Research focuses on autonomous decision-making and human-robotic interaction, often applicable to robotic space exploration.",https://smartlab.arizona.edu/,Strongly Adjacent,https://smartlab.arizona.edu/,https://smartlab.arizona.edu/,https://smartlab.arizona.edu/
Wildcat Robotics (BattleBots),https://sites.google.com/view/wildcatrobotic/home,Club,https://sites.google.com/view/wildcatrobotic/home,Student Organization,https://sites.google.com/view/wildcatrobotic/home,"Designs and builds combat robots, fostering skills in mechanical and electrical engineering relevant to aerospace robotics.",https://sites.google.com/view/wildcatrobotic/home,Strongly Adjacent,https://sites.google.com/view/wildcatrobotic/home,https://sites.google.com/view/wildcatrobotic/home,https://sites.google.com/view/wildcatrobotic/home
Arizona Autonomous Vehicle Club (AAVC),https://arizonaautonomous.com/,Club,https://arizonaautonomous.com/,Student Organization,https://arizonaautonomous.com/,"Develops self-driving vehicle systems, emphasizing sensors and navigation logic used in planetary rovers.",https://arizonaautonomous.com/,Strongly Adjacent,https://arizonaautonomous.com/,https://arizonaautonomous.com/,https://arizonaautonomous.com/
Student Optics Chapter (SOCk),https://wp.optics.arizona.edu/sock/,Club,https://wp.optics.arizona.edu/sock/,Student Organization,https://wp.optics.arizona.edu/sock/,"Promotes optical science, which is critical for the development of astronomical telescopes and space-based imaging systems.",https://wp.optics.arizona.edu/sock/,Strongly Adjacent,https://wp.optics.arizona.edu/sock/,https://wp.optics.arizona.edu/sock/,https://wp.optics.arizona.edu/sock/
Spacewatch,https://spacewatch.lpl.arizona.edu/,Research Project / Group,https://spacewatch.lpl.arizona.edu/,Research Unit,https://spacewatch.lpl.arizona.edu/,A long-running program dedicated to the discovery and tracking of asteroids and comets in the solar system.,https://spacewatch.lpl.arizona.edu/,Direct,https://spacewatch.lpl.arizona.edu/,https://spacewatch.lpl.arizona.edu/,https://spacewatch.lpl.arizona.edu/
Catalina Sky Survey (CSS),https://catalina.lpl.arizona.edu/,Research Project / Group,https://catalina.lpl.arizona.edu/,Research Unit,https://catalina.lpl.arizona.edu/,A NASA-funded project based at LPL that discovers and tracks Near-Earth Objects (NEOs).,https://catalina.lpl.arizona.edu/,Direct,https://catalina.lpl.arizona.edu/,https://catalina.lpl.arizona.edu/,https://catalina.lpl.arizona.edu/
Flandrau Science Center & Planetarium,https://flandrau.org/,Science Center,https://flandrau.org/,Outreach & Education,https://flandrau.org/,"Serves as the university's public face for space science, offering planetarium shows and space-themed exhibits.",https://flandrau.org/,Direct,https://flandrau.org/,https://flandrau.org/,https://flandrau.org/
Boundary Layer Stability and Transition Laboratory,https://hypersonics.arizona.edu/laboratories,Laboratory,https://hypersonics.arizona.edu/laboratories,Research Unit,https://hypersonics.arizona.edu/laboratories,"Conducts research on hypersonics and high-speed aerodynamics, essential for re-entry vehicles and advanced aerospace craft.",https://hypersonics.arizona.edu/laboratories,Direct,https://hypersonics.arizona.edu/laboratories,https://hypersonics.arizona.edu/laboratories,https://hypersonics.arizona.edu/laboratories
HiRISE (High Resolution Imaging Science Experiment),https://hirise.lpl.arizona.edu/,Mission Operations Center,https://hirise.lpl.arizona.edu/,Research Unit,https://hirise.lpl.arizona.edu/,The operations and data processing center for the highest resolution camera ever sent to another planet (Mars Reconnaissance Orbiter).,https://hirise.lpl.arizona.edu/,Direct,https://hirise.lpl.arizona.edu/,https://hirise.lpl.arizona.edu/,https://hirise.lpl.arizona.edu/
Kuiper-Arizona Laboratory for Astromaterials Analysis (KALFAA),https://kalfaa.lpl.arizona.edu/,Laboratory,https://kalfaa.lpl.arizona.edu/,Research Unit,https://kalfaa.lpl.arizona.edu/,"A state-of-the-art facility for analyzing extraterrestrial samples, including those from Apollo and OSIRIS-REx missions.",https://kalfaa.lpl.arizona.edu/,Direct,https://kalfaa.lpl.arizona.edu/,https://kalfaa.lpl.arizona.edu/,https://kalfaa.lpl.arizona.edu/
Planetary Image Research Laboratory (PIRL),https://pirl.lpl.arizona.edu/,Laboratory,https://pirl.lpl.arizona.edu/,Research Unit,https://pirl.lpl.arizona.edu/,Provides computing and image processing support for planetary missions and research at LPL.,https://pirl.lpl.arizona.edu/,Direct,https://pirl.lpl.arizona.edu/,https://pirl.lpl.arizona.edu/,https://pirl.lpl.arizona.edu/
Wildcat Marine Robotics,https://engineering.arizona.edu/undergrad/clubs-organizations,Club,https://engineering.arizona.edu/undergrad/clubs-organizations,Student Organization,https://engineering.arizona.edu/undergrad/clubs-organizations,"Develops autonomous underwater vehicles; while primarily marine, the robotics technology is applicable to future missions to icy ocean worlds like Europa.",https://engineering.arizona.edu/undergrad/clubs-organizations,Loosely Adjacent,https://engineering.arizona.edu/undergrad/clubs-organizations,https://arizona.campusgroups.com/WidcatRobotics/,https://engineering.arizona.edu/undergrad/clubs-organizations
Women in Physics and Astronomy,https://w3.physics.arizona.edu/events/938-women-physics-meeting,Club,https://w3.physics.arizona.edu/events/938-women-physics-meeting,Student Organization,https://w3.physics.arizona.edu/events/938-women-physics-meeting,A student group promoting inclusion and professional development for women in physics and astronomy fields.,https://w3.physics.arizona.edu/events/938-women-physics-meeting,Loosely Adjacent,https://w3.physics.arizona.edu/events/938-women-physics-meeting,https://w3.physics.arizona.edu/events/938-women-physics-meeting,https://w3.physics.arizona.edu/events/938-women-physics-meeting